dim,bits,var,dp_mse,lloyd_mse,ratio,k_dp,k_lloyd
34,6,0.0047874716110527515,2.913199750764761e-06,3.0047769996599527e-06,1.0314352796683959,64,64
34,7,0.0047874716110527515,7.291081374205532e-07,7.918636697468173e-07,1.0860716389043212,128,128
34,8,0.0047874716110527515,1.792106019138373e-07,1.9179240950961685e-07,1.0702068262782174,256,256
35,1,0.004744048696011305,0.0017154521774500608,0.0017154521774500608,1.0,2,2
35,2,0.004744048696011305,0.0005479948595166206,0.0005479956162162125,1.0000013808516244,4,4
35,3,0.004744048696011305,0.00016026475350372493,0.00016026922094170004,1.0000278753617213,8,8
35,4,0.004744048696011305,4.3852662201970816e-05,4.4174943468533456e-05,1.0073491836157704,16,16
35,5,0.004744048696011305,1.1474849998194259e-05,1.165008779935306e-05,1.015271467704273,32,32
35,6,0.004744048696011305,2.878655550375697e-06,2.971126605189056e-06,1.0321230008923057,64,64
35,7,0.004744048696011305,7.084198614393244e-07,7.540663773397682e-07,1.0644342689767363,128,128
35,8,0.004744048696011305,1.7631761295433535e-07,1.9081292634837155e-07,1.0822113749792561,256,256
36,1,0.004666670225560665,0.001699838088825345,0.001699838088825345,1.0,2,2
36,2,0.004666670225560665,0.0005519657279364765,0.0005519661353901029,1.0000007381864593,4,4
36,3,0.004666670225560665,0.0001616099034436047,0.00016164706903509796,1.0002299710024034,8,8
36,4,0.004666670225560665,4.411122063174844e-05,4.442831777851097e-05,1.0071885824563718,16,16
36,5,0.004666670225560665,1.1385280231479555e-05,1.1755657396861352e-05,1.0325312296097664,32,32
